App,Category,Rating,Reviews,Size_MB,Installs,Type,Price_$,Content Rating,Genres,Last Updated,Current Ver,Android Ver,Last_Updated_Year,Primary_Genre
Mingle - Online Dating App to Chat & Meet People,DATING,4.1,15081,38.0,1000000,Free,0.0,Mature 17+,Dating,2018-07-26,4.7.6,4.1,2018,Dating
Mingle2 - Free Online Dating & Singles Chat Rooms,DATING,4.3,37053,44.0,1000000,Free,0.0,Mature 17+,Dating,2018-08-03,4.4,4.1,2018,Dating
Mini DAYZ: Zombie Survival,GAME,4.1,41339,40.0,1000000,Free,0.0,Teen,Action,2018-06-08,1.4.0,4.4,2018,Action
Mini DV,AUTO_AND_VEHICLES,3.5,12,19.0,5000,Free,0.0,Everyone,Auto & Vehicles,2018-05-29,1.27,4.0,2018,Auto & Vehicles
Mini Golf King - Multiplayer Game,GAME,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Sports,2018-07-20,3.04.1,4.0.3,2018,Sports
Mini for Facebook lite,SOCIAL,4.1,260,1.3,10000,Free,0.0,Teen,Social,2018-06-21,1.2,3.0,2018,Social
Mini for fb lite,TOOLS,4.0,710,1.1,100000,Free,0.0,Everyone,Tools,2018-05-24,1.0,2.3,2018,Tools
Minwa HA ( C.B ),HOUSE_AND_HOME,4.3,0,5.0,50,Free,0.0,Everyone,House & Home,2017-09-15,1.0.0,4.1,2017,House & Home
Miraculous Ladybug & Cat Noir - The Official Game,GAME,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Action,2018-07-30,1.0.6,4.4,2018,Action
Mircules DX Cluster Lite,COMMUNICATION,4.5,51,21.0,5000,Free,0.0,Everyone,Communication,2016-05-10,3.0,4.1,2016,Communication
Mirk V Launcher Theme,PERSONALIZATION,4.5,292,7.9,10000,Free,0.0,Everyone,Personalization,2017-03-15,1.0.50,2.3,2017,Personalization
Mirrativ: Live Stream Any App,SOCIAL,4.1,17955,63.099999999999994,500000,Free,0.0,Teen,Social,2018-08-02,7.23.4,4.1,2018,Social
Mirror Camera (Mirror + Selfie Camera),BEAUTY,4.1,9315,2.6,1000000,Free,0.0,Everyone,Beauty,2017-11-21,1.4.2,4.0,2017,Beauty
Mirror’s Edge™ Companion,GAME,3.4,1995,43.0,100000,Free,0.0,Everyone,Action,2016-06-28,1.2.2,4.4,2016,Action
Miss FQ,NEWS_AND_MAGAZINES,4.2,0,36.0,10,Free,0.0,Everyone,News & Magazines,2018-04-05,3.8,4.4,2018,News & Magazines
Mitchell AH,MEDICAL,4.3,0,29.0,50,Free,0.0,Everyone,Medical,2018-05-23,300000.1.08,4.0.3,2018,Medical
Mix Tank – Tank Mixing Ag App,PRODUCTIVITY,3.6,64,15.0,10000,Free,0.0,Everyone,Productivity,2017-10-16,4.2,4.4,2017,Productivity
Mix Virtual DJ 2018,TOOLS,4.2,2925,16.0,100000,Free,0.0,Everyone,Tools,2017-11-23,1.0,4.1,2017,Tools
Mizanul-Hikmət 2-ci cild,LIBRARIES_AND_DEMO,4.2,16,0.73,1000,Free,0.0,Everyone,Libraries & Demo,2017-01-04,1.0,1.6,2017,Libraries & Demo
Moana Island Life,FAMILY,4.1,15246,63.099999999999994,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2017-07-12,3.2.473.202,4.0,2017,Simulation
Mobile Bancomer,FINANCE,4.2,41339,63.099999999999994,2498500,Free,0.0,Everyone,Finance,2018-07-30,10.78,4.0.3,2018,Finance
Mobile C [ C/C++ Compiler ],FAMILY,4.3,4624,63.099999999999994,100000,Free,0.0,Everyone,Education,2018-07-07,2.5.1,4.0.3,2018,Education
Mobile CS,BUSINESS,4.0,13,5.7,1000,Free,0.0,Everyone,Business,2017-10-06,1.2.0,4.4,2017,Business
Mobile CS:GO,GAME,3.25,1015,0.63,100000,Free,0.0,Everyone,Action,2015-11-11,1.3,2.3.3,2015,Action
Mobile Doc Scanner (MDScan) Lite,BUSINESS,4.2,41339,19.0,1000000,Free,0.0,Everyone,Business,2018-08-02,3.4.49,4.1,2018,Business
Mobile FC,SPORTS,4.1,5015,57.0,100000,Free,0.0,Everyone,Sports,2018-05-25,125,4.0.3,2018,Sports
Mobile Kick,SPORTS,4.3,41339,40.0,2498500,Free,0.0,Everyone,Sports,2018-02-07,1.0.21,4.1,2018,Sports
Mobile Legends: Bang Bang,GAME,4.4,41339,63.099999999999994,2498500,Free,0.0,Teen,Action,2018-07-24,1.2.97.3042,4.0.3,2018,Action
Mobile Number Tracker,TOOLS,3.9,19758,2.9,2498500,Free,0.0,Everyone,Tools,2018-01-14,2.7,4.0,2018,Tools
"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,41339,20.0,2498500,Free,0.0,Everyone,Productivity,2018-07-16,5.0.0.1442,4.1,2018,Productivity
Mobile Strike,FAMILY,3.9,41339,20.0,2498500,Free,0.0,Everyone 10+,Strategy,2018-06-14,3.30.4.207,4.1,2018,Strategy
Mobile TV,ENTERTAINMENT,3.5,10939,4.6,2498500,Free,0.0,Everyone,Entertainment,2016-04-28,2.05.0010,5.0,2016,Entertainment
MobileBiz Co - Cloud Invoice,BUSINESS,4.4,373,4.0,10000,Free,0.0,Everyone,Business,2018-02-16,1.3.4,2.0,2018,Business
Mobilight-BM,FINANCE,4.8,6,6.2,500,Free,0.0,Everyone,Finance,2018-08-03,2.0.10,4.0.3,2018,Finance
Mobitee GPS Golf Free,SPORTS,4.2,1904,9.9,100000,Free,0.0,Everyone,Sports,2018-06-11,2.0.22,2.3,2018,Sports
"Mobizen Screen Recorder - Record, Capture, Edit",PRODUCTIVITY,4.3,41339,7.1,2498500,Free,0.0,Everyone,Productivity,2018-07-31,3.6.0.28,4.4,2018,Productivity
"Mobizen Screen Recorder for LG - Record, Capture",VIDEO_PLAYERS,4.5,41339,37.0,1000000,Free,0.0,Everyone,Video Players & Editors,2018-04-26,3.5.1.8,4.4,2018,Video Players & Editors
"Moco - Chat, Meet People",DATING,4.2,41339,12.0,2498500,Free,0.0,Mature 17+,Dating,2018-08-04,2.6.142,4.1,2018,Dating
"Moco+ - Chat, Meet People",DATING,4.2,1546,12.0,10000,Paid,3.99,Mature 17+,Dating,2018-06-19,2.6.139,4.1,2018,Dating
Modcloth – Unique Indie Women's Fashion & Style,SHOPPING,4.2,5121,8.8,500000,Free,0.0,Everyone,Shopping,2018-07-13,9.0.30,4.1,2018,Shopping
Modern Action Commando 3D,GAME,4.2,492,63.0,100000,Free,0.0,Teen,Action,2017-04-06,1.0,4.0.3,2017,Action
Modern Combat 5: eSports FPS,GAME,4.3,41339,58.0,2498500,Free,0.0,Mature 17+,Action,2018-07-24,3.2.1,4.0,2018,Action
Modern Counter 3: FPS Multiplayers battlegro 3,FAMILY,4.1,17,50.0,1000,Free,0.0,Everyone,Strategy,2018-03-16,15,4.1,2018,Strategy
Modern Counter Global Strike 3D,GAME,4.1,297,48.0,50000,Free,0.0,Teen,Action,2018-03-28,1.2,4.1,2018,Action
Modern Counter Global Strike 3D V2,GAME,4.0,368,48.0,50000,Free,0.0,Everyone 10+,Action,2018-03-28,1.7,4.1,2018,Action
Modern Counter Terror Attack – Shooting Game,GAME,4.2,340,63.099999999999994,50000,Free,0.0,Mature 17+,Action,2017-10-27,1.0,4.1,2017,Action
Modern Counter Terrorist FPS Shoot,GAME,4.0,795,41.0,100000,Free,0.0,Teen,Action,2017-08-29,1.2,2.3,2017,Action
Modern Sniper Strike: Best Commando Action 2k18,GAME,4.1,164,17.0,10000,Free,0.0,Everyone,Action,2017-08-23,1.0,2.3,2017,Action
Modern Strike Online,GAME,4.3,41339,44.0,2498500,Free,0.0,Teen,Action,2018-07-30,1.25.4,4.1,2018,Action
Modern: DU Launcher Theme,PERSONALIZATION,4.2,868,0.3,50000,Free,0.0,Everyone,Personalization,2015-10-15,1.1,4.0,2015,Personalization
Modlitební knížka CZ,BOOKS_AND_REFERENCE,4.5,4,18.0,500,Free,0.0,Everyone,Books & Reference,2018-02-04,4.0,4.0.3,2018,Books & Reference
Mom Doctor ER Emergency Family Game,FAMILY,3.5,173,49.0,10000,Free,0.0,Everyone,Educational,2018-01-26,1.0.0,4.1,2018,Educational
Moment,SOCIAL,4.5,19583,37.0,1000000,Free,0.0,Teen,Social,2018-08-01,5.2.1,4.4,2018,Social
MommyMeds,MEDICAL,3.25,45,21.0,5000,Paid,3.99,Everyone,Medical,2017-11-15,2.0.1,6.0,2017,Medical
Monash Uni Low FODMAP Diet,MEDICAL,4.2,1135,12.0,100000,Paid,9.0,Everyone,Medical,2018-07-16,2.0.7,4.0,2018,Medical
Monastery of El Escorial,TRAVEL_AND_LOCAL,4.3,12,50.0,1000,Paid,1.99,Everyone,Travel & Local,2016-05-30,1.0,4.0,2016,Travel & Local
Monefy - Money Manager,FINANCE,4.6,41339,7.4,1000000,Free,0.0,Everyone,Finance,2018-07-03,1.8.9,4.0,2018,Finance
Monica Toy TV,FAMILY,4.7,6188,49.0,500000,Free,0.0,Everyone 10+,Entertainment;Music & Video,2018-04-03,1.6.4,4.1,2018,Entertainment
Monitor My BP,HEALTH_AND_FITNESS,4.5,0,4.6,50,Paid,5.99,Everyone,Health & Fitness,2016-11-26,2.0.1,4.0,2016,Health & Fitness
Monitor Your Weight,HEALTH_AND_FITNESS,4.5,41339,4.3,2498500,Free,0.0,Everyone,Health & Fitness,2018-07-05,4.9.8.1,4.0,2018,Health & Fitness
Monster Fishing 2018,SPORTS,4.4,32881,63.099999999999994,1000000,Free,0.0,Everyone,Sports,2018-08-07,0.0.80,4.1,2018,Sports
Monster High™,FAMILY,4.1,41339,22.0,2498500,Free,0.0,Everyone,Casual;Pretend Play,2018-02-02,5.2,4.1,2018,Casual
Monster High™ Minis Mania,FAMILY,4.6,19170,63.099999999999994,1000000,Free,0.0,Everyone,Strategy;Action & Adventure,2017-03-15,1.4.2,4.0.3,2017,Strategy
Monster Park AR - Jurassic Dinosaurs in Real World,FAMILY,3.7,128,20.0,10000,Free,0.0,Everyone,Entertainment,2018-03-08,1.2.2.122,7.0,2018,Entertainment
Monster Ride Pro,GAME,5.0,1,24.0,10,Free,0.0,Everyone,Racing,2018-03-05,2.0,2.3,2018,Racing
Monster Truck Driver & Racing,FAMILY,4.4,765,51.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,2017-01-19,1.0.9,2.3,2017,Education
Monster Truck Stunt 3D 2019,AUTO_AND_VEHICLES,4.2,367,25.0,100000,Free,0.0,Everyone,Auto & Vehicles,2018-05-10,1.0,4.0.3,2018,Auto & Vehicles
Montessori Preschool,FAMILY,3.9,237,26.0,100000,Free,0.0,Everyone,Education;Education,2018-07-12,1.7.2,4.1,2018,Education
Monticello AH,MEDICAL,4.3,0,28.0,50,Free,0.0,Everyone,Medical,2017-05-26,300000.0.84,4.0.3,2017,Medical
Monument Valley 2,GAME,4.6,9394,33.0,100000,Paid,4.99,Everyone,Puzzle,2017-11-30,1.2.9,4.4,2017,Puzzle
MoodSpace,MEDICAL,4.5,503,22.0,50000,Free,0.0,Everyone,Medical,2018-06-10,3.2.4,5.0,2018,Medical
Moodpath - Depression & Anxiety Test,MEDICAL,4.6,6035,8.9,100000,Free,0.0,Everyone,Medical,2018-07-05,1.2.0,4.4,2018,Medical
Moonlight GO Weather EX,WEATHER,4.2,11510,3.5,1000000,Free,0.0,Everyone,Weather,2014-08-28,1.4,2.2,2014,Weather
"Moony Lab - Print Photos, Books & Magnets ™",PHOTOGRAPHY,4.7,1320,9.5,50000,Free,0.0,Everyone,Photography,2018-06-27,2.1.9,4.1,2018,Photography
Moot Peru 2018,EVENTS,4.5,13,27.0,1000,Free,0.0,Everyone,Events,2018-06-28,1.0,3.0,2018,Events
Mopar Drag N Brag,GAME,4.2,30630,17.0,1000000,Free,0.0,Everyone,Racing,2015-05-25,1.2.5,4.1,2015,Racing
Morse Code Reader,COMMUNICATION,3.9,1436,0.02,100000,Free,0.0,Everyone,Communication,2013-08-26,1.0,1.6,2013,Communication
Morse Decoder for Ham Radio,COMMUNICATION,3.7,166,2.0,5000,Paid,4.99,Everyone,Communication,2017-03-14,1.52,2.3,2017,Communication
Morse Machine for Ham Radio,COMMUNICATION,4.8,341,9.6,5000,Paid,0.99,Everyone,Communication,2015-02-20,4,2.0,2015,Communication
Morse Notifier Free,TOOLS,4.6,79,3.0,1000,Free,0.0,Everyone,Tools,2017-11-08,2.9.9,4.0.3,2017,Tools
Morse Player,FAMILY,5.0,12,2.4,100,Paid,1.99,Everyone,Education,2017-01-23,2.1.1,3.0,2017,Education
Morse Player Free,FAMILY,4.2,268,4.2,50000,Free,0.0,Everyone,Education,2017-01-23,2.1.1,3.0,2017,Education
Morse Trainer for Ham Radio,COMMUNICATION,4.6,265,2.6,10000,Paid,2.99,Everyone,Communication,2018-01-06,2.28,2.3,2018,Communication
Mortgage by Zillow: Calculator & Rates,HOUSE_AND_HOME,4.3,4435,7.9,500000,Free,0.0,Everyone,House & Home,2016-03-02,2.6.0.287,4.0,2016,House & Home
Mosaic puzzles,FAMILY,4.4,1595,14.0,500000,Free,0.0,Everyone,Puzzle;Brain Games,2018-07-04,2.8,4.0.3,2018,Puzzle
Moto Fighter 3D,GAME,3.9,41339,39.0,2498500,Free,0.0,Everyone 10+,Racing,2017-09-20,20170920,4.1,2017,Racing
Moto File Manager,TOOLS,4.1,38679,5.9,2498500,Free,0.0,Everyone,Tools,2018-02-01,3.7.93,5.0,2018,Tools
Moto LED for Moto X & E [Root],LIFESTYLE,3.4,4082,0.31,500000,Free,0.0,Everyone,Lifestyle,2014-10-16,1.0,4.2,2014,Lifestyle
Moto Photo Editor,PHOTOGRAPHY,3.3,3492,17.0,2498500,Free,0.0,Everyone,Photography,2018-06-14,1.5.3.8,7.0,2018,Photography
Moto Rider,GAME,4.2,41339,24.0,2498500,Free,0.0,Teen,Racing,2018-06-15,1.2.1,4.0,2018,Racing
Moto Suggestions ™,TOOLS,4.6,308,4.3,1000000,Free,0.0,Everyone,Tools,2018-06-08,0.2.32,8.0,2018,Tools
Moto Z Market,TOOLS,3.25,605,3.8,1000000,Free,0.0,Everyone,Tools,2017-12-18,02.02.0045,5.0,2017,Tools
Motocross Beach Jumping 3D,FAMILY,4.0,41339,43.0,2498500,Free,0.0,Teen,Simulation,2018-06-05,1.7.3,4.1,2018,Simulation
Motocross Fun Simulator,FAMILY,3.8,22570,35.0,1000000,Free,0.0,Everyone,Simulation,2017-01-09,1.2,2.3.3,2017,Simulation
Motocross Mayhem,GAME,3.8,35171,45.0,1000000,Free,0.0,Everyone,Racing,2014-02-11,1.2,2.3,2014,Racing
Motorbike Driving Simulator 3D,GAME,3.9,41339,63.099999999999994,2498500,Free,0.0,Everyone,Racing,2016-12-25,4.1,2.3.3,2016,Racing
Motorola Alert,TOOLS,4.2,24199,3.9,2498500,Free,0.0,Everyone,Tools,2014-11-21,1.02.53,4.4,2014,Tools
Motorola Spotlight Player™,ENTERTAINMENT,4.6,22508,3.3,2498500,Free,0.0,Everyone,Entertainment,2015-07-16,1.82213,4.2,2015,Entertainment
MouseMingle,DATING,3.25,3,3.9,100,Free,0.0,Mature 17+,Dating,2018-07-17,1.0.0,4.4,2018,Dating
Movement BE,SOCIAL,5.0,20,1.2,100,Free,0.0,Teen,Social,2016-11-10,1.2,4.4,2016,Social
Moven - Smart Finances,FINANCE,3.8,861,17.0,100000,Free,0.0,Everyone,Finance,2018-05-29,3.3.9,4.4,2018,Finance
Movie DB,FAMILY,4.3,10,2.6,1000,Free,0.0,Teen,Entertainment,2016-12-10,1.0.1,4.2,2016,Entertainment
Movie Downloader Torrent : Az Torrent,VIDEO_PLAYERS,4.7,70,14.0,1000,Free,0.0,Everyone,Video Players & Editors,2018-07-07,1.9,4.1,2018,Video Players & Editors
"Movies by Flixster, with Rotten Tomatoes",ENTERTAINMENT,4.5,41339,16.0,2498500,Free,0.0,Everyone,Entertainment,2018-06-20,9.1.4,4.4,2018,Entertainment
Mozart Baby Sleep,PARENTING,4.7,107,63.099999999999994,50000,Free,0.0,Teen,Parenting,2018-07-09,1.4.0,4.2,2018,Parenting
Mr. Number-Block calls & spam,COMMUNICATION,4.2,41339,13.0,2498500,Free,0.0,Mature 17+,Communication,2018-07-13,5.1.26310,5.0,2018,Communication
Mu Elite BR,BUSINESS,4.3,30,63.099999999999994,100,Free,0.0,Everyone 10+,Business,2018-07-16,3.0..,2.3,2018,Business
Mu Mobile BR,BUSINESS,4.5,43,63.099999999999994,100,Free,0.0,Everyone,Business,2018-07-20,3.0.0,2.3,2018,Business
Mu.F.O.,GAME,5.0,2,16.0,1,Paid,0.99,Everyone,Arcade,2017-03-03,1.0,2.3,2017,Arcade
Mukwonago AH,MEDICAL,4.3,1,29.0,100,Free,0.0,Everyone,Medical,2017-06-29,300000.0.85,4.0.3,2017,Medical
Multi Surgery ER Emergency Hospital : Doctor Game,FAMILY,4.1,227,63.099999999999994,10000,Free,0.0,Teen,Educational,2018-06-21,1.2,4.0,2018,Educational
Multi Surgery Hospital Pro: Virtual Doctor ER Game,FAMILY,4.2,23,33.0,1000,Free,0.0,Teen,Casual,2018-04-03,1.0,4.1,2018,Casual
MultiMessage for FB Messenger,PRODUCTIVITY,4.2,182,7.0,50000,Free,0.0,Everyone,Productivity,2018-04-28,1.0.1,4.2,2018,Productivity
MultiPicture Live Wallpaper dn,PERSONALIZATION,4.3,505,0.28,10000,Paid,1.99,Everyone,Personalization,2013-02-10,0.6.11,2.1,2013,Personalization
Multicraft Miner Exploration,GAME,4.0,14563,63.099999999999994,1000000,Free,0.0,Everyone 10+,Adventure,2017-12-22,0.6.49,4.1,2017,Adventure
Multiling O Keyboard + emoji,PRODUCTIVITY,4.3,30443,0.53,1000000,Free,0.0,Everyone,Productivity,2018-07-03,0.54.2.4,2.1,2018,Productivity
Multiple Sclerosis Dx & Mgmt.,MEDICAL,4.5,131,60.0,10000,Free,0.0,Everyone,Medical,2017-09-25,5.0,4.4,2017,Medical
Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706,1.5,1000000,Free,0.0,Everyone,Video Players & Editors,2018-06-19,9,4.4,2018,Video Players & Editors
Mummatikabalkuragi,EVENTS,4.9,69,0.33,1000,Free,0.0,Teen,Events,2018-07-22,1.0,4.0,2018,Events
Munchery: Chef Crafted Fresh Food Delivered,FOOD_AND_DRINK,3.9,464,28.0,50000,Free,0.0,Everyone,Food & Drink,2018-05-22,2.6.15,4.4,2018,Food & Drink
Mupen64+AE FREE (N64 Emulator),GAME,4.0,41339,12.0,1000000,Free,0.0,Everyone,Arcade,2014-01-19,2.4.4,2.0,2014,Arcade
Mupen64Plus AE (N64 Emulator),GAME,4.2,4569,12.0,100000,Paid,0.99,Everyone,Arcade,2014-01-19,2.4.4,2.0,2014,Arcade
"Muscle Premium - Human Anatomy, Kinesiology, Bones",MEDICAL,4.2,168,25.0,10000,Paid,24.99,Everyone,Medical,2017-08-11,7.1.17,4.4,2017,Medical
Muscle Trigger Point Anatomy,MEDICAL,4.4,1361,33.0,50000,Paid,2.99,Everyone,Medical,2018-07-17,2.4.4,4.0.3,2018,Medical
Music - Mp3 Player,VIDEO_PLAYERS,4.4,41339,3.1,2498500,Free,0.0,Everyone,Video Players & Editors,2018-08-03,1.6.1,4.0.3,2018,Video Players & Editors
Music Collector Inventory Organizer UPC Discogs,LIFESTYLE,3.5,155,12.0,10000,Free,0.0,Everyone,Lifestyle,2017-10-13,3.1,4.1,2017,Lifestyle
"Music for Youtube - Tube Music BG, Red+",VIDEO_PLAYERS,4.3,47,8.7,1000,Free,0.0,Teen,Video Players & Editors,2017-09-23,1.10,4.2,2017,Video Players & Editors
Mutual - LDS Dating,DATING,3.7,1439,38.0,50000,Free,0.0,Mature 17+,Dating,2018-07-30,1.1.46,4.2,2018,Dating
Muzy - Share photos & collages,PHOTOGRAPHY,4.4,41339,13.0,2498500,Free,0.0,Teen,Photography,2015-08-11,4.0.10,4.0,2015,Photography
My Ag Report,PRODUCTIVITY,4.3,1,3.2,50,Free,0.0,Everyone,Productivity,2018-06-18,1.2,5.1,2018,Productivity
"My Airtel-Online Recharge, Pay Bill, Wallet, UPI",PRODUCTIVITY,4.3,41339,14.0,2498500,Free,0.0,Everyone,Productivity,2018-08-02,4.3.2.0,4.2,2018,Productivity
My Android Device S/W & H/W,FAMILY,4.5,681,2.8,50000,Free,0.0,Everyone,Education,2015-11-20,1.1,2.3,2015,Education
My BF App,COMMUNICATION,4.1,141,9.9,50000,Free,0.0,Everyone,Communication,2017-12-19,2.0,4.0,2017,Communication
My BP Lab,HEALTH_AND_FITNESS,3.25,186,25.0,10000,Free,0.0,Everyone,Health & Fitness,2018-05-19,1.1.0,8.0,2018,Health & Fitness
My Boo - Your Virtual Pet Game,FAMILY,4.4,41339,63.099999999999994,2498500,Free,0.0,Everyone,Casual,2018-08-03,2.11,4.1,2018,Casual
My Budget Book,FINANCE,4.7,19784,7.3,100000,Paid,2.99,Everyone,Finance,2018-06-13,7.6,4.0,2018,Finance
My C Spire,PRODUCTIVITY,4.1,376,32.0,50000,Free,0.0,Everyone,Productivity,2018-07-23,2.15.1,4.4,2018,Productivity
My CU - Caucasus University,PRODUCTIVITY,4.6,48,7.3,1000,Free,0.0,Everyone,Productivity,2017-11-22,1.2.3,4.1,2017,Productivity
My CW,TOOLS,3.25,1,55.0,100,Free,0.0,Everyone,Tools,2016-10-27,2.35.1,4.1,2016,Tools
My Calendar - Period Tracker,MEDICAL,4.7,41339,14.0,2498500,Free,0.0,Everyone,Medical,2018-08-03,5.9.6,4.1,2018,Medical
My Cancer Coach,MEDICAL,4.3,44,34.0,10000,Free,0.0,Everyone,Medical,2018-04-12,3.4.0.10,4.0.3,2018,Medical
My Chakra Meditation,HEALTH_AND_FITNESS,4.4,7586,45.0,500000,Free,0.0,Everyone,Health & Fitness,2018-04-10,1.0.6,2.3.3,2018,Health & Fitness
My Chakra Meditation 2,HEALTH_AND_FITNESS,4.3,1288,31.0,100000,Free,0.0,Everyone,Health & Fitness,2018-04-10,2.0.4,2.3.3,2018,Health & Fitness
My Child from eDziecko.pl,PARENTING,4.5,1025,17.0,100000,Free,0.0,Everyone,Parenting,2018-06-29,1.3.9,4.1,2018,Parenting
My Claro Peru,PRODUCTIVITY,3.25,11200,11.0,2498500,Free,0.0,Everyone,Productivity,2018-07-23,3.1.1,4.4,2018,Productivity
My College Bookstore,SHOPPING,3.25,661,7.6,100000,Free,0.0,Everyone,Shopping,2018-03-19,3.0.2,4.1,2018,Shopping
My Cycles Period and Ovulation,HEALTH_AND_FITNESS,4.3,26652,41.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-05-04,2.3.3,4.0.3,2018,Health & Fitness
My Day - Countdown Calendar 🗓️,LIFESTYLE,4.1,41339,13.0,1000000,Free,0.0,Everyone,Lifestyle,2018-05-07,2.9.5,4.1,2018,Lifestyle
My Diet Diary Calorie Counter,HEALTH_AND_FITNESS,4.1,18539,57.0,1000000,Free,0.0,Everyone,Health & Fitness,2018-07-30,1.11.4,4.0.3,2018,Health & Fitness
My Dy Dice - 3D Dice Roller,LIFESTYLE,4.2,9,22.0,100,Free,0.0,Everyone,Lifestyle,2016-09-20,1.01,4.1,2016,Lifestyle
My EF,FAMILY,3.3,4114,14.0,100000,Free,0.0,Everyone,Education,2018-07-10,3.29,4.2,2018,Education
My EF Center,FAMILY,3.25,89,35.0,10000,Free,0.0,Everyone,Education,2018-07-23,1.10.0,4.4,2018,Education
My EU,FAMILY,3.8,4,13.0,100,Free,0.0,Everyone,Education,2017-05-15,3.2.1,4.1,2017,Education
My EZ-Link Mobile,LIFESTYLE,3.25,3187,11.0,100000,Free,0.0,Everyone,Lifestyle,2017-01-27,1.0.11,4.0,2017,Lifestyle
"My Effectiveness: To do, Tasks",PRODUCTIVITY,4.6,14089,8.4,500000,Free,0.0,Everyone,Productivity,2018-08-05,0.21.1,4.1,2018,Productivity
My Emma :),FAMILY,4.1,41339,63.099999999999994,2498500,Free,0.0,Everyone,Casual,2017-04-03,2.7.0,4.1,2017,Casual
My Ex Girlfriend Comes Back,FAMILY,3.7,3258,26.0,500000,Free,0.0,Everyone,Casual,2016-03-04,1.0.0,2.3,2016,Casual
My FR App,TOOLS,4.2,2,4.2,100,Free,0.0,Everyone,Tools,2018-04-09,1.283.0037,2.3.3,2018,Tools
My G:,MAPS_AND_NAVIGATION,3.7,96,14.0,10000,Free,0.0,Everyone,Maps & Navigation,2017-11-14,1.4.0,4.1,2017,Maps & Navigation
"My Handbook : EE, EC, EI, E&T, EEE, EECS",FAMILY,4.5,3776,7.7,100000,Free,0.0,Everyone,Education,2017-07-24,8.07.021,4.0,2017,Education
My Horse,FAMILY,4.5,41339,8.7,2498500,Free,0.0,Everyone,Casual,2018-05-23,1.34.1,2.3.3,2018,Casual
My Little Pony AR Guide,BOOKS_AND_REFERENCE,3.3,7993,51.0,1000000,Free,0.0,Everyone,Books & Reference,2017-11-03,1.0.6,4.0,2017,Books & Reference
My Little Pony Celebration,FAMILY,4.3,41339,17.0,1000000,Free,0.0,Everyone,Simulation;Pretend Play,2016-07-22,1.0.0,2.3,2016,Simulation
My Little Pony Rainbow Runners,FAMILY,4.3,33785,16.0,2498500,Free,0.0,Everyone,Casual;Action & Adventure,2017-12-20,1.3,4.1,2017,Casual
My Little Pony: Harmony Quest,FAMILY,4.1,41339,26.0,2498500,Free,0.0,Everyone,Casual;Action & Adventure,2018-03-05,1.6,4.1,2018,Casual
My Little Pony: Story Creator,FAMILY,4.2,11002,21.0,1000000,Free,0.0,Everyone,Education;Action & Adventure,2017-05-11,1.0,4.0.3,2017,Education
My Little Princess : Stores,FAMILY,4.3,169,60.0,5000,Paid,2.99,Everyone,Educational;Pretend Play,2018-05-25,1.08,4.1,2018,Educational
My Little Work – Garage,FAMILY,4.3,560,44.0,10000,Paid,3.99,Everyone,Casual;Education,2015-06-17,2.0.1,2.3,2015,Casual
My MLS App,LIFESTYLE,4.1,1213,13.0,100000,Free,0.0,Everyone,Lifestyle,2018-06-04,2.8.4,4.0.3,2018,Lifestyle
My Movies Pro - Movie & TV Collection Library,LIFESTYLE,4.6,6477,20.0,10000,Paid,7.99,Everyone,Lifestyle,2018-07-16,2.2617,4.1,2018,Lifestyle
My Nexus for CS:S & CS:GO,FAMILY,3.6,783,25.0,50000,Free,0.0,Teen,Entertainment,2016-06-25,1.3.4,4.0,2016,Entertainment
My Oasis - Calming and Relaxing Idle Clicker Game,FAMILY,4.6,41339,63.099999999999994,1000000,Free,0.0,Everyone,Simulation;Action & Adventure,2018-06-29,1.221,4.1,2018,Simulation
My Ooredoo Algeria,TOOLS,4.2,3606,17.0,100000,Free,0.0,Everyone,Tools,2018-06-24,1.22.1,4.4,2018,Tools
My Photo Keyboard,PHOTOGRAPHY,4.1,41339,20.0,2498500,Free,0.0,Everyone,Photography,2018-03-29,7.4,4.0,2018,Photography
My Study Life - School Planner,EDUCATION,4.3,41339,21.0,1000000,Free,0.0,Everyone,Education,2017-06-13,6.1.3,4.0.3,2017,Education
My Style CM 13 Theme,PERSONALIZATION,4.5,314,11.0,10000,Free,0.0,Everyone,Personalization,2016-09-08,1.9,5.0,2016,Personalization
My Talking Angela,GAME,4.5,41339,63.099999999999994,2498500,Free,0.0,Everyone,Casual,2018-07-03,3.7.2.51,4.1,2018,Casual
My Talking Tom,GAME,4.5,41339,40.0,2498500,Free,0.0,Everyone,Casual,2018-07-19,4.8.0.132,4.1,2018,Casual
My Tamagotchi Forever,FAMILY,4.3,28735,63.099999999999994,1000000,Free,0.0,Everyone,Casual,2018-08-01,1.12.0.1654,4.2,2018,Casual
My Teacher - Classroom Play,FAMILY,4.0,41339,61.0,2498500,Free,0.0,Everyone,Role Playing;Pretend Play,2018-06-18,1.1.0,4.1,2018,Role Playing
